Client,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
Elizabeth Walker,379,1,541,1,0,0,1,Low-Value
Lisa Flores,378,2,144,1,0,0,1,Low-Value
Alec Meyers,378,1,300,1,0,0,1,Low-Value
Joseph Patterson,378,1,171,1,0,0,1,Low-Value
Ryan Horne,378,4,1414,1,0,0,1,Low-Value
Jack Brooks,378,2,99,1,0,0,1,Low-Value
Gregory Rivas,378,9,450,1,0,0,1,Low-Value
Heather Whitney MD,378,2,115,1,0,0,1,Low-Value
Steve Ward,378,2,56,1,0,0,1,Low-Value
Amanda Wiley,378,1,495,1,0,0,1,Low-Value
Karen Hahn,347,22,1033,1,0,0,1,Low-Value
Benjamin Riley,378,2,215,1,0,0,1,Low-Value
Donald Howe,378,4,143,1,0,0,1,Low-Value
Juan Shah Jr.,378,9,622,1,0,0,1,Low-Value
Melvin Lee,378,1,632,1,0,0,1,Low-Value
Brandon Andersen,317,3,1084,1,0,0,1,Low-Value
Kevin Bray,377,1,0,1,0,0,1,Low-Value
Stacy Tran MD,377,2,99,1,0,0,1,Low-Value
Andrew Green,377,1,252,1,0,0,1,Low-Value
Nathan Gonzalez,339,14,344,1,0,0,1,Low-Value
Ann Keller,377,4,80,1,0,0,1,Low-Value
Steven Ross,377,2,133,1,0,0,1,Low-Value
Matthew Cooley MD,377,1,18,1,0,0,1,Low-Value
Christopher Murphy,377,1,333,1,0,0,1,Low-Value
Robin Ortiz,345,5,645,1,0,0,1,Low-Value
Katie Jones,377,1,630,1,0,0,1,Low-Value
Becky Jordan,377,2,16,1,0,0,1,Low-Value
Rachel Gardner,365,2,44,1,0,0,1,Low-Value
Bryan Wang,377,1,5,1,0,0,1,Low-Value
Dennis Hill,377,5,53,1,0,0,1,Low-Value
Amanda Moses,375,1,478,1,0,0,1,Low-Value
Elizabeth Cuevas,375,1,315,1,0,0,1,Low-Value
Mr. Christopher Woods,375,4,1009,1,0,0,1,Low-Value
Scott Matthews,375,4,343,1,0,0,1,Low-Value
James Shaffer,375,1,56,1,0,0,1,Low-Value
Tammy Anderson,375,2,46,1,0,0,1,Low-Value
Debbie Shaw,375,1,50,1,0,0,1,Low-Value
David Randolph,375,1,288,1,0,0,1,Low-Value
Joanna Hooper,375,9,1665,1,0,0,1,Low-Value
Janet Myers,375,1,714,1,0,0,1,Low-Value
Priscilla Bell,375,2,110,1,0,0,1,Low-Value
Paul Mcdaniel,338,7,1266,1,0,0,1,Low-Value
Deanna Mcfarland,375,2,91,1,0,0,1,Low-Value
Anthony Jackson,375,12,520,1,0,0,1,Low-Value
Marilyn Hodges,375,1,5,1,0,0,1,Low-Value
Kenneth Myers,374,1,2,1,0,0,1,Low-Value
Mary Russell,340,15,364,1,0,0,1,Low-Value
Amy Jones,372,3,946,1,0,0,1,Low-Value
Christian Orozco,374,1,296,1,0,0,1,Low-Value
Connie Allen,319,5,710,1,0,0,1,Low-Value
Sarah Lee,374,4,38,1,0,0,1,Low-Value
Zachary Newman,374,2,45,1,0,0,1,Low-Value
Charles Barr,374,1,106,1,0,0,1,Low-Value
Steven Lewis,374,3,94,1,0,0,1,Low-Value
Vanessa Murray,374,1,20,1,0,0,1,Low-Value
Justin Smith,374,5,108,1,0,0,1,Low-Value
Margaret Armstrong,374,2,202,1,0,0,1,Low-Value
Kathleen Gonzalez,374,1,338,1,0,0,1,Low-Value
Michael Reeves,374,3,91,1,0,0,1,Low-Value
Brandon Golden,374,2,79,1,0,0,1,Low-Value
James Owens,374,1,12,1,0,0,1,Low-Value
Ricky Sexton,374,1,400,1,0,0,1,Low-Value
Keith Mcgrath,372,2,308,1,0,0,1,Low-Value
Mark Alexander,373,16,1251,1,0,0,1,Low-Value
Clifford Beasley,373,12,231,1,0,0,1,Low-Value
Jared Barnes,373,5,1190,1,0,0,1,Low-Value
Lisa Blair,370,5,465,1,0,0,1,Low-Value
Eric French,373,2,202,1,0,0,1,Low-Value
Erin Diaz,372,18,1607,1,0,0,1,Low-Value
Debra Edwards,373,1,17,1,0,0,1,Low-Value
Hannah Alvarez,373,2,779,1,0,0,1,Low-Value
Alexis Hughes,373,1,473,1,0,0,1,Low-Value
Martha Chambers,373,1,260,1,0,0,1,Low-Value
Paul Fields,373,13,366,1,0,0,1,Low-Value
Kayla Diaz,373,1,239,1,0,0,1,Low-Value
Philip Wilson,371,11,528,1,0,0,1,Low-Value
Sheena Bennett,373,3,35,1,0,0,1,Low-Value
Michael Hall,373,1,45,1,0,0,1,Low-Value
Melissa Campos,373,1,554,1,0,0,1,Low-Value
Megan Day,372,1,721,1,0,0,1,Low-Value
Eugene Brady,372,1,631,1,0,0,1,Low-Value
Charles Taylor,372,6,198,1,0,0,1,Low-Value
Joshua Franklin,372,2,348,1,0,0,1,Low-Value
Karen Kane,372,1,52,1,0,0,1,Low-Value
Jennifer Hart,372,2,66,1,0,0,1,Low-Value
Lee Walton,372,3,56,1,0,0,1,Low-Value
Elizabeth Dorsey,372,9,149,1,0,0,1,Low-Value
Charles White,372,3,75,1,0,0,1,Low-Value
Jerry Pope,370,3,129,1,0,0,1,Low-Value
Jack Smith,372,1,7,1,0,0,1,Low-Value
Leslie Rice,372,2,94,1,0,0,1,Low-Value
Daniel Morgan,372,4,117,1,0,0,1,Low-Value
Ronald Bennett,372,1,432,1,0,0,1,Low-Value
Manuel Mayo,372,4,4415,1,0,0,1,Low-Value
Matthew Lewis,372,2,280,1,0,0,1,Low-Value
Sherry Sanchez,372,3,52,1,0,0,1,Low-Value
Brian Taylor,372,3,783,1,0,0,1,Low-Value
Erica Nguyen,372,1,50,1,0,0,1,Low-Value
Angela Vance,372,1,19,1,0,0,1,Low-Value
Michael Burton,372,2,377,1,0,0,1,Low-Value
Peter Hogan,372,2,66,1,0,0,1,Low-Value
Amy Graham,372,1,720,1,0,0,1,Low-Value
Eric Patrick,346,4,133,1,0,0,1,Low-Value
Joan Stewart,371,2,642,1,0,0,1,Low-Value
Angela Miller,371,5,144,1,0,0,1,Low-Value
Seth Freeman,371,1,50,1,0,0,1,Low-Value
Zachary Martin,371,1,50,1,0,0,1,Low-Value
Teresa Lutz,371,1,32,1,0,0,1,Low-Value
Megan Benjamin,371,1,39,1,0,0,1,Low-Value
William Graves,371,2,99,1,0,0,1,Low-Value
Jessica Reyes,371,3,40,1,0,0,1,Low-Value
Evelyn Hatfield,371,3,438,1,0,0,1,Low-Value
Wesley Williams,371,4,216,1,0,0,1,Low-Value
Cynthia Chambers,368,2,303,1,0,0,1,Low-Value
Jonathan Lloyd,371,1,360,1,0,0,1,Low-Value
Dominic Hughes,371,2,87,1,0,0,1,Low-Value
Sheila Ellis,371,1,17,1,0,0,1,Low-Value
Sara Morris,371,2,92,1,0,0,1,Low-Value
Levi Morgan,371,1,234,1,0,0,1,Low-Value
Tiffany Diaz,371,6,390,1,0,0,1,Low-Value
Amanda Petersen,371,1,322,1,0,0,1,Low-Value
Catherine Pham,371,2,432,1,0,0,1,Low-Value
Andrea Simmons,371,2,38,1,0,0,1,Low-Value
Matthew Olson,368,7,294,1,0,0,1,Low-Value
Caleb Lee,371,2,14,1,0,0,1,Low-Value
Nicholas Harris,319,3,1095,1,0,0,1,Low-Value
Philip Mcfarland,371,1,6,1,0,0,1,Low-Value
Edwin Martinez,371,9,184,1,0,0,1,Low-Value
Andrew Peck,371,1,22,1,0,0,1,Low-Value
Keith Martinez,326,10,1111,1,0,0,1,Low-Value
Kenneth Tate,371,1,22,1,0,0,1,Low-Value
Christine Jones,371,3,1082,1,0,0,1,Low-Value
Zachary Silva,371,1,17,1,0,0,1,Low-Value
Jennifer Harding,370,1,0,1,0,0,1,Low-Value
Michael Marshall,370,5,631,1,0,0,1,Low-Value
Tammy Singh,370,2,242,1,0,0,1,Low-Value
Joseph Hernandez,370,1,360,1,0,0,1,Low-Value
Carol Cortez,370,1,306,1,0,0,1,Low-Value
Patrick Pierce,370,4,1631,1,0,0,1,Low-Value
Zachary Richardson,370,7,53,1,0,0,1,Low-Value
Brandon White,370,2,87,1,0,0,1,Low-Value
Roberta Lucas,370,2,55,1,0,0,1,Low-Value
Ashley Clark,370,2,71,1,0,0,1,Low-Value
Tracy Carpenter,370,2,107,1,0,0,1,Low-Value
Victoria Brown,370,3,18,1,0,0,1,Low-Value
Christine West,370,1,338,1,0,0,1,Low-Value
Samuel Gentry,370,1,239,1,0,0,1,Low-Value
Linda Jones,370,6,360,1,0,0,1,Low-Value
Christopher Swanson,370,1,46,1,0,0,1,Low-Value
Mary Henry DDS,370,1,154,1,0,0,1,Low-Value
Seth Cooper,370,2,439,1,0,0,1,Low-Value
Jennifer Lamb,370,6,884,1,0,0,1,Low-Value
Theresa Huang,370,2,94,1,0,0,1,Low-Value
Amanda Hicks,370,1,15,1,0,0,1,Low-Value
Daniel Bowen,368,3,339,1,0,0,1,Low-Value
Ashley Briggs,370,1,179,1,0,0,1,Low-Value
Anna Horn,370,7,175,1,0,0,1,Low-Value
Karen Trevino,370,1,83,1,0,0,1,Low-Value
Christopher Shields,370,1,30,1,0,0,1,Low-Value
Brittney Cannon,370,1,9,1,0,0,1,Low-Value
Tiffany Walls,368,1,20,1,0,0,1,Low-Value
Dwayne Alvarez,368,8,746,1,0,0,1,Low-Value
Margaret Burgess,368,13,4200,1,0,0,1,Low-Value
Heidi Martin,368,1,721,1,0,0,1,Low-Value
Mary Ortiz,368,4,733,1,0,0,1,Low-Value
Andrew Taylor,368,1,270,1,0,0,1,Low-Value
Earl Jones,368,5,1075,1,0,0,1,Low-Value
Leslie Franco,368,1,21,1,0,0,1,Low-Value
Abigail Freeman,368,1,6,1,0,0,1,Low-Value
Megan Austin,368,1,47,1,0,0,1,Low-Value
Russell Schneider,368,1,35,1,0,0,1,Low-Value
Isabel Gonzalez,368,1,212,1,0,0,1,Low-Value
John Mathis,319,2,2252,1,0,0,1,Low-Value
Haley Smith,368,10,458,1,0,0,1,Low-Value
Briana Zamora,368,2,12,1,0,0,1,Low-Value
Craig Johnson,368,2,94,1,0,0,1,Low-Value
Thomas Martinez,368,1,55,1,0,0,1,Low-Value
Lucas Bailey,338,6,301,1,0,0,1,Low-Value
Lee Rivera,368,1,13,1,0,0,1,Low-Value
Adam Lopez,368,1,288,1,0,0,1,Low-Value
Zachary Paul,368,1,360,1,0,0,1,Low-Value
Amber Glenn,368,2,86,1,0,0,1,Low-Value
Terri Kirby,368,1,275,1,0,0,1,Low-Value
Kyle Williams,368,1,58,1,0,0,1,Low-Value
Mary Weaver,368,4,236,1,0,0,1,Low-Value
Kendra Davis,368,2,79,1,0,0,1,Low-Value
Shawn Gray,368,2,578,1,0,0,1,Low-Value
Marco Marshall,368,1,40,1,0,0,1,Low-Value
Christian Ortiz,368,3,100,1,0,0,1,Low-Value
Stephanie Brock,368,2,35,1,0,0,1,Low-Value
Mary Hoffman,367,1,215,1,0,0,1,Low-Value
Taylor Wilson,367,1,261,1,0,0,1,Low-Value
Christopher White,367,1,286,1,0,0,1,Low-Value
Mary Crawford,367,1,478,1,0,0,1,Low-Value
Betty Evans,367,2,274,1,0,0,1,Low-Value
Chad Lang,367,1,49,1,0,0,1,Low-Value
Tiffany Casey,367,2,901,1,0,0,1,Low-Value
Jacqueline Garcia,367,1,6,1,0,0,1,Low-Value
Laura Hubbard,367,2,268,1,0,0,1,Low-Value
Travis Oneill,367,1,338,1,0,0,1,Low-Value
Shirley Valencia,330,4,178,1,0,0,1,Low-Value
Shannon Sellers,367,4,72,1,0,0,1,Low-Value
Katie Brady,367,6,90,1,0,0,1,Low-Value
John Huerta,364,10,238,1,0,0,1,Low-Value
Earl Morgan,364,7,195,1,0,0,1,Low-Value
Austin Jackson,367,1,27,1,0,0,1,Low-Value
Shane Austin PhD,365,2,640,1,0,0,1,Low-Value
Alicia Love,367,1,495,1,0,0,1,Low-Value
Marilyn Green,364,15,1782,1,0,0,1,Low-Value
Sylvia Shannon,366,11,616,1,0,0,1,Low-Value
Erica Alvarez,367,9,204,1,0,0,1,Low-Value
Denise Harrison,367,1,72,1,0,0,1,Low-Value
Kelly Pham MD,367,1,306,1,0,0,1,Low-Value
Christopher Lamb,367,1,140,1,0,0,1,Low-Value
Melinda Nguyen,367,1,20,1,0,0,1,Low-Value
Alvin Butler,366,36,636,1,0,0,1,Low-Value
Mark Armstrong,367,6,165.2,1,0,0,1,Low-Value
Christine Ford,323,5,950,1,0,0,1,Low-Value
Natalie Wolfe,367,4,296,1,0,0,1,Low-Value
Catherine Freeman,366,4,968,1,0,0,1,Low-Value
Ryan Anderson,367,1,180,1,0,0,1,Low-Value
Lindsey Newton,364,4,196,1,0,0,1,Low-Value
Caleb Carter,366,1,22,1,0,0,1,Low-Value
Lisa Frost,366,2,199,1,0,0,1,Low-Value
Cathy Lopez,338,12,113.6,1,0,0,1,Low-Value
Ronald Savage,366,2,73,1,0,0,1,Low-Value
Richard French,366,2,18,1,0,0,1,Low-Value
Matthew Gray,366,1,288,1,0,0,1,Low-Value
Richard Dodson,365,4,89,1,0,0,1,Low-Value
Randy Figueroa,366,2,90,1,0,0,1,Low-Value
Miranda Hardin,366,2,44,1,0,0,1,Low-Value
Elizabeth Castaneda,366,1,262,1,0,0,1,Low-Value
Kristine Little,366,3,41,1,0,0,1,Low-Value
Henry Frey,365,3,100,1,0,0,1,Low-Value
Whitney Mcdaniel,366,1,541,1,0,0,1,Low-Value
Matthew Merritt,366,1,324,1,0,0,1,Low-Value
Victor Smith,366,2,54,1,0,0,1,Low-Value
Krista Santiago,366,3,11,1,0,0,1,Low-Value
Laura Hicks,366,1,320,1,0,0,1,Low-Value
David Cox,366,1,59,1,0,0,1,Low-Value
Emma Sherman,366,1,225,1,0,0,1,Low-Value
Matthew Ibarra,366,2,16,1,0,0,1,Low-Value
Richard Knight PhD,366,1,203,1,0,0,1,Low-Value
Brenda Wallace,366,1,990,1,0,0,1,Low-Value
Diana Taylor,366,3,204,1,0,0,1,Low-Value
Amber Madden,366,1,46,1,0,0,1,Low-Value
Jesus Hill,366,1,17,1,0,0,1,Low-Value
Christopher Scott,318,24,2886,1,0,0,1,Low-Value
Robert Hale,365,1,14,1,0,0,1,Low-Value
Stephen Mercado,365,2,60,1,0,0,1,Low-Value
Veronica Heath,365,5,44,1,0,0,1,Low-Value
Troy George,365,5,1386,1,0,0,1,Low-Value
Bethany Mitchell,365,4,316,1,0,0,1,Low-Value
Jennifer Montes,365,1,153,1,0,0,1,Low-Value
Melissa Keith,319,5,1834,1,0,0,1,Low-Value
Lori Wolfe,365,3,234,1,0,0,1,Low-Value
John Becker,365,1,324,1,0,0,1,Low-Value
Theodore Jefferson,365,1,20,1,0,0,1,Low-Value
Dennis Herring,365,2,57,1,0,0,1,Low-Value
Nathaniel Cooper,365,1,7,1,0,0,1,Low-Value
Anthony Chang,365,2,27,1,0,0,1,Low-Value
Nicole Caldwell,365,1,38,1,0,0,1,Low-Value
Alexander Tucker,365,2,477,1,0,0,1,Low-Value
Michael Fisher,365,1,13,1,0,0,1,Low-Value
James Harrington,365,3,77,1,0,0,1,Low-Value
Andrea Marshall,365,4,455,1,0,0,1,Low-Value
Jonathan Cruz,365,4,74,1,0,0,1,Low-Value
Sandra Fischer,365,2,145,1,0,0,1,Low-Value
Russell Dunn,365,2,62,1,0,0,1,Low-Value
Nicole Rice,365,5,139,1,0,0,1,Low-Value
Jessica Sullivan,365,9,275,1,0,0,1,Low-Value
Dana Brewer,364,1,167,1,0,0,1,Low-Value
Thomas Burgess,364,1,14,1,0,0,1,Low-Value
John Proctor,364,1,676,1,0,0,1,Low-Value
Steven Murray,364,9,866,1,0,0,1,Low-Value
William Ford,336,3,622,1,0,0,1,Low-Value
Jill Schultz,364,1,39,1,0,0,1,Low-Value
Sophia Porter MD,364,1,154,1,0,0,1,Low-Value
Heather Thornton DVM,364,2,24,1,0,0,1,Low-Value
Keith Martin,364,1,162,1,0,0,1,Low-Value
Kaitlyn Roach,364,2,218,1,0,0,1,Low-Value
Luis Wilson,364,8,450,1,0,0,1,Low-Value
Donna Dean,364,18,2276,1,0,0,1,Low-Value
Kevin Sharp,364,1,9,1,0,0,1,Low-Value
Edward Walter,364,2,346,1,0,0,1,Low-Value
Kevin Wagner,364,5,182,1,0,0,1,Low-Value
Wesley Collier,364,2,82,1,0,0,1,Low-Value
Diamond Kerr,364,2,52,1,0,0,1,Low-Value
Heidi Mcbride DDS,364,7,944,1,0,0,1,Low-Value
Austin Reyes MD,364,1,49,1,0,0,1,Low-Value
Billy Herrera,343,3,135,1,0,0,1,Low-Value
Kevin Lucero,342,20,2012,1,0,0,1,Low-Value
Brandon Morales,364,1,270,1,0,0,1,Low-Value
Teresa Brewer,364,1,56,1,0,0,1,Low-Value
William Cisneros,364,1,54,1,0,0,1,Low-Value
Steven Larson,364,1,811,1,0,0,1,Low-Value
Elizabeth Welch,364,4,52,1,0,0,1,Low-Value
Garrett Villarreal,329,17,2449,1,0,0,1,Low-Value
Kevin Becker,318,2,60,1,0,0,1,Low-Value
Chad Wilson,347,4,501,1,0,0,1,Low-Value
Makayla Hill,344,5,869,1,0,0,1,Low-Value
Lindsey Brown,354,2,1509,1,0,0,1,Low-Value
Pamela Simon,354,1,332,1,0,0,1,Low-Value
Alison Berry,354,2,1081,1,0,0,1,Low-Value
Emily Chase,352,1,1950,1,0,0,1,Low-Value
Dakota Miles,352,7,846,1,0,0,1,Low-Value
Miss Lauren Price,352,53,6496,1,0,0,1,Low-Value
Robert Miller,352,1,649,1,0,0,1,Low-Value
Jeffrey Todd,352,1,43,1,0,0,1,Low-Value
Yolanda Curtis,352,1,90,1,0,0,1,Low-Value
Scott James,350,14,1049,1,0,0,1,Low-Value
Christine Kelley,340,21,3176,1,0,0,1,Low-Value
Amanda Jackson,350,1,117,1,0,0,1,Low-Value
April Williams,349,3,116,1,0,0,1,Low-Value
Teresa Little,349,21,1911,1,0,0,1,Low-Value
Shane Ramos,348,1,2208,1,0,0,1,Low-Value
Michele Mccormick,347,1,261,1,0,0,1,Low-Value
Nicole Jones,347,3,420,1,0,0,1,Low-Value
Charles Phillips,347,2,44,1,0,0,1,Low-Value
Kerry Sanchez,347,2,14,1,0,0,1,Low-Value
James Hoffman,347,1,22,1,0,0,1,Low-Value
Nancy Vargas,343,2,275,1,0,0,1,Low-Value
Thomas Bennett,347,2,72,1,0,0,1,Low-Value
Timothy Waller,347,3,239,1,0,0,1,Low-Value
Matthew Gonzalez,347,1,360,1,0,0,1,Low-Value
Jessica Washington,347,1,4,1,0,0,1,Low-Value
Michael Murillo,347,2,382,1,0,0,1,Low-Value
Alan Bright,347,2,279,1,0,0,1,Low-Value
Linda Avery,347,1,288,1,0,0,1,Low-Value
Michelle Dominguez,347,1,153,1,0,0,1,Low-Value
Jared Walters,347,1,292,1,0,0,1,Low-Value
Benjamin Jacobs,347,3,46,1,0,0,1,Low-Value
Bruce Tucker,347,5,110,1,0,0,1,Low-Value
Nathaniel Hurst,347,1,338,1,0,0,1,Low-Value
Dustin Vargas,338,17,357,1,0,0,1,Low-Value
Albert Harrison Jr.,347,3,68,1,0,0,1,Low-Value
Jill Weaver,347,2,474,1,0,0,1,Low-Value
Michelle Frank,347,11,84,1,0,0,1,Low-Value
Kathleen Campbell,347,8,357,1,0,0,1,Low-Value
Richard Blackwell,339,2,307,1,0,0,1,Low-Value
Jonathan Gray,344,5,146,1,0,0,1,Low-Value
Stephen Watson,347,5,731,1,0,0,1,Low-Value
Nicholas Anderson,347,1,12,1,0,0,1,Low-Value
Jeremiah Hensley,347,1,281,1,0,0,1,Low-Value
Carol Hunt,347,2,34,1,0,0,1,Low-Value
Leah Gordon,345,10,2237,1,0,0,1,Low-Value
Patrick White,346,1,23,1,0,0,1,Low-Value
Bryan Perez,346,1,239,1,0,0,1,Low-Value
Bonnie Williams,346,1,54,1,0,0,1,Low-Value
Yvette Hines,346,1,288,1,0,0,1,Low-Value
Roberto Lewis,346,1,10,1,0,0,1,Low-Value
Jason Juarez,337,4,80,1,0,0,1,Low-Value
Edward Spencer,346,1,86,1,0,0,1,Low-Value
Robert Shields,346,5,189,1,0,0,1,Low-Value
Mr. James Harmon Jr.,346,1,162,1,0,0,1,Low-Value
Adrienne Hays,346,5,252,1,0,0,1,Low-Value
Tina Johnson,323,17,636,1,0,0,1,Low-Value
Jamie Morton,346,9,245,1,0,0,1,Low-Value
Amanda Cooley,346,1,338,1,0,0,1,Low-Value
Jonathan Powell,330,12,668,1,0,0,1,Low-Value
Richard Villarreal,346,3,222,1,0,0,1,Low-Value
Kevin Pittman,346,1,17,1,0,0,1,Low-Value
Anna Stewart,346,3,56,1,0,0,1,Low-Value
Stephanie Mcclure,345,2,289,1,0,0,1,Low-Value
Joseph Stone,345,4,1226,1,0,0,1,Low-Value
Spencer Green,345,3,31,1,0,0,1,Low-Value
Marvin Shea,345,4,130,1,0,0,1,Low-Value
Joseph Stark,345,3,901,1,0,0,1,Low-Value
Dean Bonilla,345,11,124,1,0,0,1,Low-Value
Terry Chen,343,4,139,1,0,0,1,Low-Value
Brent Evans,345,4,722,1,0,0,1,Low-Value
Christina Moore,345,1,473,1,0,0,1,Low-Value
Stephen Thompson,345,1,48,1,0,0,1,Low-Value
Isaac Henderson,345,1,234,1,0,0,1,Low-Value
Scott Miller,345,14,151,1,0,0,1,Low-Value
Mary Spencer,343,3,425,1,0,0,1,Low-Value
Pedro Mason,345,1,252,1,0,0,1,Low-Value
Alicia Rodriguez,321,2,114,1,0,0,1,Low-Value
David Hamilton,344,2,96,1,0,0,1,Low-Value
Richard Mccoy,340,24,1527,1,0,0,1,Low-Value
James Pham,345,1,716,1,0,0,1,Low-Value
Casey Robinson,345,3,175,1,0,0,1,Low-Value
Wayne Armstrong,345,1,306,1,0,0,1,Low-Value
David Lowe,345,5,92,1,0,0,1,Low-Value
Maureen Ramsey MD,345,4,193,1,0,0,1,Low-Value
Jeffrey Brown,343,2,522,1,0,0,1,Low-Value
Destiny Bailey,344,2,200,1,0,0,1,Low-Value
Amanda Escobar,344,1,292,1,0,0,1,Low-Value
Breanna Woods,344,8,96,1,0,0,1,Low-Value
Nathaniel Duran,344,4,80,1,0,0,1,Low-Value
Daniel Lara,344,1,167,1,0,0,1,Low-Value
Fred Kim,343,2,190,1,0,0,1,Low-Value
Joseph Warner,344,1,38,1,0,0,1,Low-Value
Grace Brown,344,1,243,1,0,0,1,Low-Value
Richard Rivas,344,1,52,1,0,0,1,Low-Value
Patrick Chan,344,1,12,1,0,0,1,Low-Value
Angela Burns,344,2,342,1,0,0,1,Low-Value
Sandra Frazier,344,2,406,1,0,0,1,Low-Value
Mark Snyder,344,1,338,1,0,0,1,Low-Value
Benjamin Robinson,344,1,532,1,0,0,1,Low-Value
Christian Cruz,344,2,406,1,0,0,1,Low-Value
Derrick Hoover,344,1,495,1,0,0,1,Low-Value
Rebecca Rogers,344,5,450,1,0,0,1,Low-Value
Sharon Crosby,344,2,74,1,0,0,1,Low-Value
Sandra Calderon,344,4,765,1,0,0,1,Low-Value
Christopher Sanchez,344,7,128,1,0,0,1,Low-Value
Katie Peterson,344,2,427,1,0,0,1,Low-Value
David Long,339,6,156,1,0,0,1,Low-Value
Tommy Huerta,343,1,338,1,0,0,1,Low-Value
Deanna Ruiz,343,1,19,1,0,0,1,Low-Value
Laurie Quinn,343,2,45,1,0,0,1,Low-Value
Christopher Mcclure,343,1,40,1,0,0,1,Low-Value
Ryan Crawford,343,4,1944,1,0,0,1,Low-Value
Vincent Johnson,343,1,552,1,0,0,1,Low-Value
Michelle Carter,343,1,13,1,0,0,1,Low-Value
Grace Duncan,340,2,12,1,0,0,1,Low-Value
Bruce Johnston,343,1,324,1,0,0,1,Low-Value
Jacqueline Johnson,343,2,95,1,0,0,1,Low-Value
Henry Forbes,343,1,23,1,0,0,1,Low-Value
Mary Krueger,343,5,28,1,0,0,1,Low-Value
Jonathan Price,343,3,27,1,0,0,1,Low-Value
Wendy Welch DDS,343,3,269,1,0,0,1,Low-Value
Michael Montoya,343,2,541,1,0,0,1,Low-Value
Russell Hardy,343,1,98,1,0,0,1,Low-Value
Beth White,343,7,108,1,0,0,1,Low-Value
Barry Perez,343,2,315,1,0,0,1,Low-Value
Dana Shah,343,2,52,1,0,0,1,Low-Value
Tony Burke,343,3,410,1,0,0,1,Low-Value
Russell Parker,343,1,135,1,0,0,1,Low-Value
Carol Owen MD,343,1,329,1,0,0,1,Low-Value
Micheal Hernandez,343,2,266,1,0,0,1,Low-Value
Karen Berry,343,1,40,1,0,0,1,Low-Value
Samuel Martin,343,3,222,1,0,0,1,Low-Value
Alexis Sanchez,343,4,1072,1,0,0,1,Low-Value
Juan Lewis,343,1,50,1,0,0,1,Low-Value
Stephen Orozco,339,6,305,1,0,0,1,Low-Value
Laura Burke,343,4,124,1,0,0,1,Low-Value
Eric Byrd,343,3,664,1,0,0,1,Low-Value
Debbie Smith,343,1,11,1,0,0,1,Low-Value
Kathleen Henry,342,2,225,1,0,0,1,Low-Value
Richard Frazier,342,2,356,1,0,0,1,Low-Value
Amanda Valentine,342,13,1553,1,0,0,1,Low-Value
Barry Schaefer,342,3,725,1,0,0,1,Low-Value
Andrew Richardson,342,1,297,1,0,0,1,Low-Value
Stephanie Austin,342,2,94,1,0,0,1,Low-Value
Shawn Mack,339,4,548,1,0,0,1,Low-Value
Zachary Fuller,342,2,317,1,0,0,1,Low-Value
Kathryn Marks,342,1,216,1,0,0,1,Low-Value
Richard Ware,342,2,14,1,0,0,1,Low-Value
Michelle Ortiz,342,2,90,1,0,0,1,Low-Value
Joshua Finley,342,2,104,1,0,0,1,Low-Value
Stephanie Cochran,342,2,62,1,0,0,1,Low-Value
Mr. Daniel Mosley,342,2,75,1,0,0,1,Low-Value
Guy Grimes,342,10,289,1,0,0,1,Low-Value
Russell Henry,342,1,292,1,0,0,1,Low-Value
Michael Humphrey,341,2,504,1,0,0,1,Low-Value
Tonya Greer,340,2,16,1,0,0,1,Low-Value
Larry Fritz,340,4,88,1,0,0,1,Low-Value
Jamie Smith,340,4,859,1,0,0,1,Low-Value
Cynthia Morales,340,4,122,1,0,0,1,Low-Value
Matthew Hughes,340,2,34,1,0,0,1,Low-Value
Brenda Owens,340,2,179,1,0,0,1,Low-Value
Catherine Underwood,340,2,100,1,0,0,1,Low-Value
Erin Carson,340,2,76,1,0,0,1,Low-Value
Anna Mason,340,2,287,1,0,0,1,Low-Value
Angela Graham,340,1,185,1,0,0,1,Low-Value
Thomas Cooper,340,1,631,1,0,0,1,Low-Value
Seth Harper,340,4,684,1,0,0,1,Low-Value
Annette Combs,340,5,60,1,0,0,1,Low-Value
Tanya Rodriguez,340,2,563,1,0,0,1,Low-Value
Teresa Sawyer,340,1,22,1,0,0,1,Low-Value
Tara Cook,340,1,216,1,0,0,1,Low-Value
Mary Myers,340,1,500,1,0,0,1,Low-Value
Mark Bentley,340,1,16,1,0,0,1,Low-Value
Sarah Bradford,339,7,835,1,0,0,1,Low-Value
Diane Sweeney,340,34,1517,1,0,0,1,Low-Value
Sheila White,340,4,571,1,0,0,1,Low-Value
Dale Spencer,340,1,194,1,0,0,1,Low-Value
James Hayes,340,2,424,1,0,0,1,Low-Value
Alexis Martinez,339,1,33,1,0,0,1,Low-Value
Stephen Sullivan,339,1,5,1,0,0,1,Low-Value
Tony Kim,339,1,486,1,0,0,1,Low-Value
Tammy Beltran,339,1,14,1,0,0,1,Low-Value
Tara Harrington,339,2,428,1,0,0,1,Low-Value
Tyler Lewis,339,1,220,1,0,0,1,Low-Value
Thomas Montes,339,1,388,1,0,0,1,Low-Value
John Ruiz,339,6,401,1,0,0,1,Low-Value
John Mckinney,339,2,148,1,0,0,1,Low-Value
Tanya Cabrera,339,18,858,1,0,0,1,Low-Value
